total_sqft,bath,balcony,price,bhk
1756.0,3.0,2.0,131.0,3
4000.0,4.0,2.0,1000.0,5
1050.0,4.0,2.0,90.0,4
1238.0,2.0,1.0,67.32,2
814.0,2.0,1.0,42.0,2
1145.0,2.0,1.0,46.5,2
965.0,2.0,1.0,34.0,2
750.0,2.0,1.0,36.0,2
1300.0,2.0,2.0,55.0,3
1590.0,3.0,3.0,131.0,3
644.0,1.0,1.0,40.0,1
982.0,2.0,1.0,37.0,2
1260.0,2.0,2.0,100.0,2
1555.0,3.0,2.0,75.17,3
2500.0,4.0,1.0,450.0,4
1225.0,2.0,2.0,48.0,2
1085.0,2.0,1.0,46.0,2
1640.0,3.0,2.0,220.0,3
1595.0,3.0,1.0,110.0,3
1196.0,2.0,2.0,40.44,2
1859.0,3.0,1.0,108.0,3
1079.0,2.0,1.0,60.0,2
550.0,1.0,1.0,27.0,2
1118.0,2.0,1.0,42.0,2
1198.0,2.0,2.0,60.0,2
1830.0,4.0,2.0,135.0,3
1160.0,2.0,1.0,59.0,2
1485.0,2.0,1.0,156.0,3
2070.0,3.0,3.0,135.0,3
750.0,4.0,1.0,150.0,6
957.0,2.0,0.0,52.5,2
2400.0,4.0,1.0,310.0,5
1268.0,2.0,1.0,69.0,2
1450.0,2.0,2.0,87.0,3
1600.0,2.0,2.0,75.0,3
1330.0,2.0,1.0,57.0,3
1355.0,2.0,2.0,65.0,3
1272.0,2.0,2.0,51.5,2
1100.0,2.0,1.0,38.49,2
1220.0,3.0,2.0,58.0,3
1075.0,2.0,1.0,46.76,2
800.0,2.0,1.0,55.0,2
995.0,2.0,1.0,34.82,2
900.0,1.0,1.0,44.0,2
1140.0,2.0,1.0,42.0,2
1480.0,2.0,2.0,125.0,3
1710.0,2.0,2.0,90.63,3
2106.0,3.0,3.0,148.0,3
800.0,3.0,2.0,120.0,3
1660.0,2.0,2.0,116.0,3
1549.0,3.0,2.0,80.0,3
700.0,1.0,1.0,38.0,1
1012.0,2.0,1.0,64.0,2
1469.0,3.0,1.0,89.0,3
1216.0,2.0,1.0,69.0,2
1065.0,2.0,1.0,56.13,2
1411.0,3.0,1.0,93.15,3
1400.0,2.0,2.0,57.5,2
1250.0,3.0,2.0,29.0,3
1245.0,2.0,3.0,62.0,2
1115.0,2.0,1.0,50.0,2
1000.0,2.0,1.0,35.0,2
1580.0,3.0,0.0,71.89,3
1800.0,3.0,2.0,90.0,3
1500.0,2.0,2.0,130.0,2
645.0,1.0,1.0,16.45,1
1275.0,3.0,2.0,44.0,3
1494.0,3.0,2.0,82.0,3
1949.0,3.0,2.0,129.0,3
1020.0,2.0,1.0,46.5,2
883.0,2.0,1.0,45.0,2
1680.0,6.0,1.0,125.0,6
2232.0,6.0,2.0,300.0,12
2010.0,3.0,3.0,125.0,3
1240.0,2.0,2.0,80.0,2
1213.0,2.0,1.0,63.0,2
1835.0,3.0,3.0,88.0,3
1800.0,10.0,3.0,185.0,9
3425.0,5.0,2.0,250.0,4
945.0,2.0,0.0,45.0,2
1504.0,2.0,2.0,100.0,3
1569.0,3.0,2.0,150.0,3
1755.0,3.0,2.0,130.0,3
1240.0,2.0,3.0,43.94,2
1450.0,3.0,2.0,72.54,3
1000.0,2.0,0.0,48.0,2
3820.0,1.0,1.0,306.0,1
2000.0,4.0,2.0,145.0,5
1215.0,2.0,2.0,59.0,2
1330.0,3.0,3.0,73.5,3
1178.0,2.0,1.0,75.0,2
1500.0,4.0,3.0,192.0,4
2040.0,2.0,2.0,59.0,2
2000.0,3.0,2.0,85.0,3
1602.0,2.0,1.0,165.0,3
1200.0,4.0,1.0,130.0,4
1194.0,2.0,2.0,46.0,2
1800.0,3.0,1.0,220.0,3
2400.0,2.0,1.0,152.0,3
1700.0,3.0,3.0,108.0,3
1200.0,3.0,2.0,65.0,3
1500.0,3.0,0.0,72.0,3
1240.0,3.0,2.0,165.0,3
3000.0,3.0,2.0,400.0,3
1737.0,3.0,3.0,85.0,3
900.0,2.0,0.0,55.0,2
1280.0,2.0,1.0,48.0,3
1560.0,2.0,2.0,85.0,2
883.0,2.0,1.0,44.0,2
750.0,2.0,1.0,33.0,2
2400.0,3.0,3.0,140.0,4
900.0,2.0,1.0,45.0,2
1030.0,2.0,1.0,49.35,2
1850.0,3.0,2.0,155.0,3
1831.0,3.0,1.0,110.0,3
1095.0,2.0,1.0,38.33,2
1320.0,2.0,1.0,38.13,3
1272.5,2.0,0.0,40.72,3
1000.0,2.0,1.0,61.0,2
1820.0,3.0,2.0,85.4,3
1075.0,2.0,1.0,41.0,3
1500.0,3.0,0.0,83.0,3
360.0,1.0,0.0,16.9,1
925.0,1.0,0.0,40.7,1
1140.0,2.0,1.0,70.93,2
1145.0,2.0,2.0,58.4,2
1862.0,3.0,3.0,120.0,3
947.0,2.0,2.0,43.0,2
700.0,3.0,2.0,195.0,3
1120.0,2.0,2.0,40.0,2
2700.0,3.0,3.0,200.0,3
1805.0,2.0,2.0,75.0,3
1100.0,2.0,3.0,93.0,2
1355.0,3.0,0.0,135.0,4
1677.0,3.0,2.0,98.0,3
2500.0,8.0,3.0,95.0,8
1560.0,3.0,3.0,74.0,3
2060.0,3.0,2.0,150.0,3
1716.0,2.0,0.0,115.0,3
1864.0,3.0,1.0,140.0,3
638.0,1.0,1.0,32.0,1
1200.0,7.0,3.0,95.0,9
937.0,2.0,1.0,30.0,2
1490.0,2.0,1.0,115.0,3
4856.0,5.0,3.0,410.0,4
4003.0,6.0,1.0,525.0,4
1100.0,2.0,1.0,37.0,2
1000.0,2.0,2.0,48.53,2
1060.0,2.0,1.0,37.0,2
1047.0,2.0,1.0,91.0,2
1200.0,2.0,2.0,80.0,2
1420.0,2.0,2.0,75.0,3
1550.0,3.0,1.0,59.0,3
1555.0,3.0,3.0,82.0,3
600.0,6.0,2.0,138.0,7
1553.0,3.0,3.0,68.0,3
920.0,2.0,2.0,26.0,2
1740.0,3.0,3.0,120.0,3
1855.0,3.0,2.0,145.0,3
1724.0,3.0,1.0,146.0,3
1020.0,2.0,2.0,60.0,2
1000.0,4.0,2.0,150.0,6
1250.0,2.0,1.0,50.0,3
1450.0,3.0,2.0,75.0,3
1200.0,2.0,2.0,80.0,2
1140.0,2.0,2.0,58.0,2
900.0,5.0,2.0,110.0,5
550.0,1.0,1.0,16.0,1
1450.0,3.0,1.0,44.0,3
700.0,2.0,1.0,35.07,2
1200.0,3.0,1.0,56.0,3
1050.0,2.0,1.0,45.0,2
1600.0,3.0,3.0,69.0,3
1625.0,2.0,3.0,75.0,3
1492.0,2.0,2.0,65.0,2
2856.0,5.0,0.0,157.5,4
1489.0,2.0,3.0,82.0,3
1560.0,2.0,2.0,62.38,3
1140.0,2.0,2.0,42.0,2
1431.0,3.0,2.0,65.0,3
1682.0,3.0,1.0,114.0,3
1198.0,2.0,1.0,86.26,2
3664.0,3.0,2.0,325.0,3
1550.0,2.0,2.0,69.75,3
1026.0,2.0,1.0,45.0,2
1260.0,2.0,2.0,52.0,3
690.0,2.0,0.0,42.0,2
539.0,1.0,1.0,45.0,1
1200.0,4.0,1.0,85.0,4
2400.0,3.0,3.0,120.0,3
1200.0,2.0,2.0,79.55,2
2500.0,5.0,2.0,350.0,4
1186.0,2.0,2.0,40.0,3
1039.0,2.0,2.0,39.5,2
1500.0,5.0,3.0,233.0,4
1500.0,4.0,1.0,100.0,5
2520.0,3.0,2.0,150.0,3
1225.0,2.0,2.0,66.5,2
1350.0,2.0,2.0,72.0,2
1030.0,2.0,2.0,300.0,2
1550.0,2.0,2.0,49.6,3
1490.0,3.0,2.0,79.0,3
1520.0,3.0,2.0,111.0,3
1391.0,2.0,3.0,64.5,3
1200.0,2.0,2.0,50.0,2
1200.0,4.0,2.0,86.0,4
2500.0,6.0,3.0,500.0,5
1322.0,2.0,2.0,80.0,2
2173.0,3.0,2.0,128.0,3
1200.0,2.0,2.0,75.0,2
1200.0,2.0,2.0,47.0,2
1170.0,2.0,2.0,65.0,2
1125.0,2.0,2.0,45.56,2
698.5,1.0,0.0,28.57,1
1250.0,2.0,2.0,90.0,2
1025.0,2.0,2.0,27.68,2
1075.0,2.0,2.0,36.0,3
1900.0,2.0,2.0,190.0,3
1435.0,3.0,2.0,45.0,3
1175.0,2.0,2.0,64.98,2
1464.0,3.0,2.0,56.0,3
900.0,2.0,1.0,33.0,2
585.0,1.0,1.0,21.0,1
3170.0,5.0,2.0,230.0,4
1602.0,2.0,1.0,170.0,3
1220.0,2.0,2.0,42.0,2
2500.0,3.0,3.0,350.0,3
2145.0,3.0,3.0,180.0,3
960.0,2.0,3.0,58.0,2
907.0,1.0,1.0,38.0,1
1210.0,2.0,1.0,74.0,2
900.0,4.0,1.0,150.0,4
1230.0,2.0,2.0,70.0,2
1350.0,2.0,1.0,75.0,3
1150.0,2.0,2.0,58.0,2
1404.0,2.0,0.0,53.35,3
1050.0,2.0,3.0,48.0,2
1020.0,10.0,0.0,155.0,8
1285.0,2.0,2.0,56.0,2
1018.0,2.0,1.0,50.8,2
1200.0,3.0,2.0,57.0,3
1115.0,2.0,2.0,50.0,2
1600.0,3.0,3.0,95.0,3
1480.0,2.0,1.0,80.0,2
2500.0,7.0,0.0,125.0,5
480.0,1.0,1.0,25.0,1
1435.0,3.0,3.0,53.0,3
450.0,1.0,2.0,60.0,1
600.0,2.0,0.0,23.0,1
1590.0,2.0,3.0,85.0,3
936.0,2.0,0.0,40.2,2
1181.0,2.0,1.0,75.0,2
1741.0,3.0,2.0,80.0,3
1750.0,3.0,1.0,123.0,3
1050.0,2.0,2.0,42.7,2
1027.0,2.0,1.0,60.0,2
596.0,2.0,1.0,22.0,2
3463.0,6.0,0.0,310.0,4
1600.0,3.0,2.0,70.0,3
2790.0,5.0,3.0,198.0,4
1000.0,2.0,1.0,60.0,2
1120.0,2.0,2.0,44.24,2
1200.0,2.0,0.0,85.0,2
1200.0,2.0,2.0,35.0,2
1570.0,3.0,2.0,110.0,3
1500.0,3.0,1.0,135.0,3
1315.0,2.0,2.0,140.0,2
1140.0,2.0,1.0,33.84,2
1105.0,2.0,2.0,90.0,2
1200.0,2.0,1.0,34.65,2
905.0,1.0,1.0,62.0,1
2400.0,4.0,0.0,350.0,4
1185.0,2.0,1.0,50.0,2
1083.0,2.0,1.0,100.0,2
1458.0,3.0,2.0,60.0,3
1555.0,3.0,2.0,75.0,3
1200.0,2.0,2.0,45.0,2
1308.0,2.0,1.0,58.86,2
1024.0,2.0,2.0,44.0,2
1194.0,2.0,2.0,47.0,2
1450.0,3.0,1.0,75.0,3
1639.0,3.0,3.0,120.0,3
1870.0,3.0,2.0,138.0,3
1232.0,2.0,1.0,87.0,2
1719.0,3.0,1.0,184.0,3
975.0,2.0,1.0,24.86,2
1230.0,2.0,1.0,79.0,2
1350.0,4.0,2.0,140.0,4
1076.0,2.0,2.0,67.0,2
2400.0,7.0,1.0,125.0,7
995.0,2.0,2.0,34.82,3
2120.0,3.0,2.0,177.0,3
850.0,6.0,2.0,78.0,6
1096.0,2.0,2.0,40.55,2
1107.83,2.0,1.0,41.51,2
505.0,1.0,0.0,85.0,1
1320.0,2.0,2.0,115.0,2
1431.5,3.0,0.0,72.02,3
1320.0,2.0,1.0,99.26,2
2901.0,4.0,2.0,190.0,3
1315.0,2.0,2.0,65.0,3
1000.0,2.0,1.0,44.0,2
1596.0,3.0,3.0,79.8,3
2403.0,4.0,2.0,270.0,4
1350.0,3.0,2.0,47.25,3
1175.0,2.0,2.0,79.0,2
921.0,2.0,1.0,29.47,2
4000.0,4.0,2.0,1100.0,4
1713.0,3.0,3.0,125.0,3
1200.0,2.0,0.0,43.0,2
1900.0,4.0,1.0,90.0,3
1664.0,3.0,2.0,68.0,3
1795.0,3.0,2.0,139.0,3
600.0,1.0,1.0,19.5,1
1240.0,2.0,3.0,65.0,2
1965.0,4.0,2.0,132.0,3
600.0,4.0,0.0,99.0,3
4111.0,4.0,1.0,370.0,4
1200.0,2.0,2.0,59.76,2
1112.0,2.0,3.0,68.0,2
3000.0,3.0,2.0,60.0,3
1136.0,2.0,3.0,64.5,2
914.0,2.0,2.0,55.0,2
1270.0,2.0,1.0,50.79,3
1050.0,2.0,2.0,47.25,2
1385.0,2.0,2.0,68.5,3
990.0,2.0,3.0,35.0,2
845.0,2.0,2.0,43.0,2
1485.0,2.0,1.0,96.51,2
1460.0,2.0,3.0,43.79,3
1450.0,2.0,1.0,57.0,2
1360.0,2.0,1.0,53.0,3
1375.0,2.0,3.0,58.0,2
1125.0,2.0,1.0,48.0,2
720.0,1.0,1.0,60.0,1
1460.0,2.0,2.0,100.0,3
1107.0,2.0,2.0,40.0,2
1158.0,2.0,3.0,75.0,2
800.0,1.0,1.0,30.0,2
1760.0,3.0,2.0,128.0,3
3200.0,4.0,2.0,200.0,4
600.0,3.0,2.0,145.0,2
1350.0,3.0,1.0,60.0,3
600.0,6.0,3.0,100.0,6
1125.0,2.0,1.0,32.49,2
1706.0,3.0,3.0,154.0,3
1600.0,3.0,2.0,112.0,3
1200.0,2.0,0.0,90.0,2
1755.0,3.0,3.0,101.0,3
1200.0,2.0,1.0,50.0,2
1200.0,2.0,2.0,67.0,2
1266.67,2.0,0.0,69.0,2
1800.0,3.0,2.0,90.0,3
1200.0,4.0,1.0,275.0,3
1300.0,3.0,2.0,64.0,3
800.0,3.0,3.0,60.0,3
4800.0,5.0,2.0,550.0,4
1029.5,2.0,0.0,50.855,2
1128.0,2.0,2.0,40.0,2
2000.0,2.0,1.0,160.0,2
1210.0,2.0,1.0,80.0,2
2710.0,6.0,2.0,142.0,4
1151.0,2.0,2.0,39.0,2
7500.0,8.0,3.0,1700.0,5
1464.0,3.0,2.0,56.0,3
1017.0,2.0,2.0,27.0,2
920.0,2.0,1.0,40.0,2
1200.0,3.0,1.0,180.0,4
1000.0,5.0,2.0,140.0,5
1750.0,3.0,3.0,86.5,3
1163.0,2.0,1.0,65.0,2
1650.0,3.0,3.0,110.0,3
1800.0,3.0,3.0,95.0,3
1100.0,2.0,1.0,58.0,2
1200.0,2.0,2.0,60.0,2
1410.0,3.0,2.0,65.0,3
1933.0,3.0,2.0,98.0,3
1200.0,2.0,2.0,45.6,2
1608.0,2.0,3.0,63.0,3
2679.0,5.0,2.0,280.0,4
1156.0,2.0,2.0,46.9,2
1230.0,2.0,0.0,75.0,2
770.0,1.0,1.0,43.82,1
1777.26,3.0,2.0,105.0,3
1339.0,2.0,2.0,85.0,2
3044.0,3.0,2.0,183.0,3
1080.0,2.0,2.0,44.8,2
3150.0,5.0,2.0,145.0,8
2400.0,2.0,2.0,135.0,2
1450.0,3.0,3.0,72.0,3
1075.0,2.0,2.0,53.0,2
1163.0,2.0,2.0,62.0,3
1200.0,2.0,0.0,65.0,2
1200.0,8.0,1.0,135.0,8
1299.0,2.0,1.0,100.0,2
1130.0,2.0,1.0,32.63,2
1170.0,2.0,2.0,75.0,2
2600.0,4.0,3.0,175.0,4
1140.0,2.0,1.0,43.32,2
1900.0,3.0,3.0,125.0,3
1090.0,2.0,1.0,31.48,2
1110.0,2.0,1.0,39.95,2
705.0,1.0,1.0,57.0,1
1089.0,2.0,1.0,60.0,2
880.0,2.0,1.0,48.0,2
1080.0,2.0,2.0,32.0,2
1093.0,2.0,1.0,68.1,2
1480.0,3.0,1.0,75.48,3
1703.0,3.0,2.0,125.0,3
1200.0,2.0,1.0,60.0,2
1690.0,3.0,2.0,116.0,3
1305.0,2.0,1.0,78.0,2
1257.0,2.0,2.0,40.22,3
1150.0,2.0,2.0,45.0,2
1194.0,2.0,0.0,55.0,2
2000.0,3.0,1.0,90.0,3
1500.0,4.0,1.0,99.0,3
1025.0,2.0,0.0,42.5,2
980.0,2.0,1.0,38.19,2
1200.0,2.0,1.0,100.0,3
2225.0,3.0,1.0,149.0,3
1022.0,2.0,2.0,57.0,2
882.0,3.0,0.0,72.0,4
1153.0,2.0,2.0,45.0,2
1175.0,2.0,2.0,60.0,2
1560.0,3.0,3.0,68.0,3
650.0,1.0,1.0,17.0,1
600.0,3.0,2.0,65.0,3
1350.0,3.0,2.0,55.0,2
1200.0,2.0,1.0,76.0,2
1200.0,1.0,1.0,54.0,2
800.0,2.0,1.0,25.0,2
2093.0,4.0,1.0,104.0,4
1320.0,2.0,2.0,55.44,3
1275.0,2.0,1.0,73.0,2
1215.0,2.0,2.0,43.13,2
1130.0,2.0,1.0,45.2,2
1444.0,2.0,2.0,71.5,3
950.0,2.0,2.0,38.0,2
1240.0,2.0,2.0,59.52,3
600.0,4.0,2.0,125.0,4
1231.0,2.0,2.0,50.0,2
1300.0,2.0,1.0,120.0,2
1713.0,3.0,2.0,110.0,3
1200.0,2.0,1.0,53.33,2
1310.0,2.0,0.0,46.0,3
790.0,2.0,1.0,49.5,2
1744.0,3.0,1.0,200.0,3
1605.0,3.0,2.0,100.0,3
1250.0,2.0,2.0,82.0,2
2476.0,3.0,3.0,337.0,3
1260.0,2.0,2.0,76.0,3
1615.0,3.0,1.0,175.0,3
1180.0,2.0,1.0,56.0,2
1255.0,2.0,2.0,50.19,3
1025.0,2.0,1.0,53.9,2
1877.0,4.0,2.0,150.0,3
1649.0,3.0,2.0,150.0,3
2500.0,5.0,2.0,125.0,5
1542.0,3.0,2.0,98.0,3
1418.0,2.0,2.0,105.0,2
1012.0,2.0,0.0,42.0,2
1200.0,2.0,1.0,65.0,2
1115.0,2.0,2.0,43.0,2
1680.0,4.0,3.0,95.0,3
1171.0,2.0,2.0,72.0,2
1027.0,2.0,1.0,68.62,2
1700.0,3.0,3.0,75.0,3
1090.0,2.0,2.0,38.15,2
1232.0,2.0,1.0,74.0,2
766.0,2.0,2.0,28.0,2
1200.0,5.0,0.0,180.0,5
525.0,1.0,1.0,27.0,1
1452.0,2.0,1.0,41.0,3
1254.0,2.0,1.0,65.0,3
3600.0,5.0,0.0,110.0,5
1593.0,3.0,1.0,118.0,3
1333.0,2.0,2.0,77.27,2
1100.0,3.0,1.0,110.0,3
1375.0,2.0,1.0,54.99,3
1650.0,3.0,3.0,82.0,3
1430.0,2.0,2.0,51.48,3
940.0,2.0,1.0,54.0,2
435.0,1.0,1.0,21.0,1
1160.0,2.0,2.0,36.54,2
1500.0,2.0,1.0,77.5,3
1890.0,2.0,1.0,100.0,3
1050.0,2.0,1.0,70.0,2
1200.0,6.0,3.0,220.0,6
1027.0,2.0,2.0,43.0,2
3000.0,4.0,2.0,235.0,3
1459.0,2.0,1.0,95.0,3
1711.0,3.0,3.0,85.61,3
1250.0,2.0,2.0,98.0,2
645.0,1.0,1.0,16.45,1
875.0,2.0,1.0,57.0,2
1334.0,2.0,1.0,67.0,2
1140.0,2.0,1.0,32.92,2
1115.0,2.0,2.0,50.0,2
1200.0,5.0,2.0,200.0,3
1776.0,3.0,1.0,190.0,3
2072.0,4.0,2.0,160.0,3
1600.0,3.0,2.0,170.0,3
1200.0,4.0,2.0,115.0,6
920.0,2.0,3.0,39.0,2
778.0,2.0,0.0,25.29,2
1310.0,3.0,3.0,95.0,4
1631.0,3.0,2.0,80.0,3
525.0,1.0,1.0,27.5,1
1395.0,3.0,3.0,82.0,3
2000.0,3.0,2.0,105.0,3
1232.0,2.0,1.0,66.0,2
1075.0,2.0,1.0,55.0,2
1205.0,2.0,2.0,70.0,2
1200.0,4.0,2.0,165.0,4
2340.0,5.0,1.0,129.0,4
1179.0,2.0,1.0,55.0,3
1013.0,2.0,1.0,51.0,2
1160.0,2.0,2.0,40.6,2
1200.0,2.0,2.0,62.5,2
1200.0,5.0,0.0,80.0,7
1255.0,2.0,3.0,50.19,3
1100.0,2.0,1.0,145.0,3
1069.0,2.0,1.0,55.0,2
1200.0,3.0,2.0,99.0,3
1400.0,1.0,1.0,285.0,1
1065.0,2.0,2.0,55.0,2
1395.0,2.0,0.0,75.0,2
1725.0,2.0,1.0,165.0,3
1007.0,2.0,2.0,43.0,2
1436.0,2.0,2.0,55.0,3
4250.0,6.0,3.0,150.0,6
1645.0,3.0,2.0,117.0,3
1200.0,2.0,0.0,58.0,2
940.0,2.0,1.0,43.61,2
4300.0,6.0,2.0,175.0,6
2850.0,5.0,3.0,343.0,3
1740.0,3.0,2.0,191.0,3
1194.0,2.0,2.0,47.0,2
3761.0,3.0,2.0,650.0,3
1829.0,3.0,2.0,125.0,3
1800.0,4.0,3.0,178.0,4
1000.0,2.0,1.0,60.0,2
5720.0,3.0,0.0,350.0,3
800.0,4.0,2.0,98.0,5
675.0,1.0,1.0,15.0,2
1390.0,2.0,2.0,95.0,2
1500.0,3.0,2.0,104.0,3
2047.0,3.0,2.0,136.0,3
1202.0,2.0,1.0,79.0,2
1012.0,2.0,1.0,59.0,2
2132.0,3.0,3.0,80.0,3
1350.0,4.0,3.0,340.0,4
605.0,1.0,1.0,40.0,1
1331.0,2.0,1.0,88.0,2
1200.0,2.0,0.0,69.0,2
1150.0,2.0,0.0,250.0,2
1200.0,2.0,1.0,136.0,2
1800.0,2.0,0.0,300.0,2
600.0,2.0,1.0,50.0,3
1280.0,2.0,2.0,49.0,3
1007.0,2.0,1.0,62.0,2
1370.0,2.0,1.0,61.0,3
925.0,2.0,2.0,35.0,2
1500.0,2.0,0.0,75.0,2
450.0,1.0,1.0,12.5,1
1200.0,4.0,1.0,140.0,4
1341.0,2.0,1.0,95.0,2
1350.0,2.0,2.0,47.25,3
992.0,2.0,1.0,60.0,2
1163.0,2.0,2.0,68.0,2
1229.0,2.0,2.0,70.0,2
600.0,2.0,2.0,39.0,2
1219.0,2.0,1.0,61.26,2
1525.0,2.0,2.0,99.13,3
1147.0,2.0,1.0,60.0,2
1412.0,2.0,3.0,88.0,3
1200.0,9.0,3.0,215.0,9
1044.0,2.0,1.0,34.77,2
1190.0,2.0,2.0,63.0,2
1240.0,2.0,2.0,65.0,3
1352.0,3.0,1.0,65.0,3
1100.0,2.0,2.0,55.0,2
1330.0,2.0,2.0,39.9,3
1700.0,3.0,2.0,111.0,3
1355.0,2.0,1.0,67.0,2
1200.0,2.0,1.0,46.0,2
400.0,2.0,1.0,25.0,1
1615.0,3.0,2.0,50.87,3
1340.0,2.0,1.0,65.0,2
1200.0,2.0,1.0,54.0,2
400.0,1.0,0.0,55.0,1
1080.0,2.0,1.0,52.0,2
1600.0,2.0,1.0,31.0,2
1200.0,2.0,0.0,34.0,2
2700.0,3.0,2.0,150.0,3
1780.0,3.0,0.0,110.0,3
1605.0,3.0,2.0,65.0,3
7200.0,5.0,2.0,1584.0,4
646.0,2.0,1.0,65.0,3
1200.0,2.0,2.0,80.0,2
900.0,2.0,0.0,49.0,2
1830.0,3.0,1.0,88.0,3
690.0,4.0,1.0,83.0,5
650.0,1.0,3.0,500.0,1
1800.0,4.0,1.0,68.0,5
715.0,2.0,0.0,32.0,3
1230.0,2.0,2.0,31.37,3
1065.0,2.0,1.0,42.59,2
1350.0,8.0,2.0,185.0,8
1080.0,3.0,2.0,149.0,3
900.0,2.0,0.0,65.0,3
946.0,2.0,2.0,45.0,2
1500.0,1.0,0.0,60.0,1
1711.0,3.0,1.0,110.0,3
1200.0,3.0,2.0,160.0,4
950.0,2.0,1.0,25.65,2
1656.0,3.0,2.0,80.0,3
1075.0,2.0,1.0,46.76,2
1752.12,3.0,2.0,133.0,3
6000.0,8.0,0.0,220.0,8
1540.0,3.0,3.0,85.0,3
600.0,4.0,3.0,125.0,4
665.0,1.0,2.0,32.0,1
1145.0,2.0,1.0,54.0,2
1185.0,2.0,2.0,41.0,2
1200.0,3.0,1.0,190.0,3
1693.0,3.0,2.0,125.0,3
2456.0,3.0,3.0,220.0,3
2559.0,3.0,2.0,403.0,3
1155.0,2.0,1.0,40.6,2
1610.0,2.0,2.0,64.4,3
1200.0,3.0,2.0,56.58,3
1530.0,2.0,1.0,185.0,2
1709.0,3.0,1.0,80.0,3
600.0,4.0,0.0,60.0,4
840.0,1.0,1.0,150.0,1
1400.0,2.0,1.0,50.0,3
1200.0,2.0,1.0,42.0,2
1439.0,3.0,1.0,57.23,3
1375.0,2.0,2.0,72.0,2
2990.0,5.0,3.0,416.0,5
1200.0,2.0,1.0,75.0,3
1315.0,2.0,3.0,75.0,2
1500.0,2.0,0.0,40.0,2
3600.0,6.0,1.0,200.0,6
1178.0,2.0,3.0,82.0,2
1430.0,3.0,2.0,59.0,3
1400.0,2.0,2.0,65.8,3
1093.0,2.0,2.0,72.0,2
1200.0,2.0,1.0,45.0,2
5000.0,6.0,1.0,360.0,5
1200.0,2.0,0.0,130.0,3
2210.0,3.0,2.0,156.0,3
1150.0,2.0,2.0,70.0,2
1435.0,2.0,1.0,60.0,3
1173.0,2.0,1.0,78.2,2
1140.0,2.0,1.0,39.0,2
1717.0,3.0,3.0,120.0,3
1370.0,3.0,2.0,67.0,3
1025.0,2.0,1.0,90.0,2
1409.0,2.0,3.0,62.0,3
1200.0,2.0,1.0,52.0,2
1200.0,2.0,1.0,53.5,2
1740.0,4.0,3.0,130.0,3
1232.0,2.0,1.0,88.0,2
1200.0,2.0,1.0,36.0,2
5924.0,4.0,3.0,625.0,4
1250.0,2.0,1.0,50.0,2
1475.0,2.0,2.0,171.0,2
2100.0,4.0,2.0,85.0,4
552.0,1.0,1.0,23.5,1
1065.0,2.0,2.0,42.59,3
1000.0,3.0,1.0,130.0,3
1225.0,2.0,0.0,65.0,2
650.0,1.0,0.0,16.0,1
1067.0,2.0,2.0,52.0,2
1364.0,2.0,2.0,56.0,3
1750.0,3.0,3.0,75.0,3
1240.0,2.0,1.0,71.0,2
1200.0,2.0,0.0,75.0,2
1504.0,2.0,2.0,102.0,3
1116.0,2.0,1.0,49.8,2
2365.0,4.0,2.0,175.0,3
1308.0,2.0,2.0,37.0,2
864.0,2.0,0.0,45.0,2
1200.0,5.0,1.0,139.0,5
1333.0,2.0,1.0,100.0,2
1800.0,4.0,1.0,145.0,4
1698.0,3.0,2.0,107.0,3
1275.0,2.0,2.0,43.6,3
1060.0,2.0,1.0,48.0,2
1160.0,2.0,1.0,49.0,2
675.0,3.0,1.0,70.0,3
1310.0,2.0,1.0,66.0,2
1806.0,6.0,1.0,370.0,6
2145.0,3.0,2.0,165.0,3
1693.0,3.0,1.0,125.0,3
1230.0,3.0,3.0,60.0,3
1200.0,3.0,1.0,145.0,3
1310.0,2.0,1.0,37.83,3
1150.0,2.0,1.0,60.0,2
1385.0,2.0,2.0,66.5,3
1066.0,2.0,2.0,52.5,2
2293.0,3.0,2.0,80.26,3
720.0,3.0,1.0,81.0,3
1625.0,3.0,3.0,92.0,3
1246.0,2.0,1.0,67.4,2
2100.0,6.0,1.0,252.0,4
2400.0,4.0,3.0,250.0,4
1000.0,2.0,1.0,70.65,2
907.0,2.0,2.0,38.0,2
3500.0,4.0,0.0,138.0,4
1395.0,2.0,3.0,79.0,3
1180.0,2.0,2.0,50.0,2
1903.0,6.0,2.0,140.0,5
1175.0,2.0,1.0,47.0,2
1272.0,2.0,2.0,51.5,2
1490.0,2.0,1.0,92.0,3
1144.0,2.0,2.0,67.0,2
1143.0,2.0,1.0,53.0,2
2500.0,3.0,2.0,190.0,3
1216.0,2.0,1.0,75.0,2
1044.0,2.0,1.0,60.0,2
1352.0,3.0,1.0,93.0,2
1552.0,3.0,3.0,75.0,3
1785.0,3.0,2.0,120.0,3
810.0,2.0,2.0,34.5,2
1650.0,3.0,2.0,51.98,3
1595.0,3.0,2.0,70.39,3
1060.0,2.0,1.0,35.0,2
1410.0,2.0,3.0,65.0,3
1523.0,2.0,2.0,56.0,3
1591.0,3.0,1.0,122.0,3
1640.0,3.0,3.0,84.0,3
450.0,1.0,0.0,16.0,1
1305.0,2.0,2.0,60.0,3
1590.0,3.0,1.0,54.0,3
1240.0,2.0,3.0,45.0,2
1200.0,2.0,2.0,54.0,2
1100.0,2.0,1.0,41.16,2
